SK_sale,order_id,item_id,SK_customer,SK_product,SK_staff,SK_store,SK_order_status,SK_order_date,SK_required_date,SK_shipped_date,quantity,list_price,discount,discount_amount,revenue_usd,net_revenue_EGP,net_revenue_EUR,net_revenue_GBP,net_revenue_AED,net_revenue_SAR,is_late_delivery,delivery_status,locality
1832,654,1,1129.0,9,7.0,2.0,4.0,377.0,378.0,380.0,1,2999.99,0.1,299.99899999999997,2699.99,144504.17,2331.8,2029.95,9917.47,10134.75,1.0,Late,Local
1833,654,2,1129.0,95,7.0,2.0,4.0,377.0,378.0,380.0,1,299.99,0.1,29.999000000000002,269.99,14449.94,233.17,202.99,991.71,1013.44,1.0,Late,Local
1834,654,3,1129.0,110,7.0,2.0,4.0,377.0,378.0,380.0,2,470.99,0.07,65.93860000000001,876.04,46885.89,756.58,658.64,3217.83,3288.33,1.0,Late,Local
1835,654,4,1129.0,97,7.0,2.0,4.0,377.0,378.0,380.0,2,349.99,0.07,48.9986,650.98,34840.62,562.21,489.43,2391.15,2443.53,1.0,Late,Local
1836,655,1,347.0,67,3.0,1.0,4.0,379.0,380.0,381.0,1,250.99,0.1,25.099000000000004,225.89,12089.69,195.09,169.83,829.73,847.91,1.0,Late,Local
1837,656,1,949.0,83,7.0,2.0,4.0,379.0,380.0,381.0,1,149.99,0.1,14.999000000000002,134.99,7224.7,116.58,101.49,495.84,506.7,1.0,Late,Local
1838,656,2,949.0,22,7.0,2.0,4.0,379.0,380.0,381.0,1,269.99,0.07,18.899300000000004,251.09,13438.4,216.85,188.78,922.29,942.5,1.0,Late,Local
1839,656,3,949.0,33,7.0,2.0,4.0,379.0,380.0,381.0,2,469.99,0.05,46.999,892.98,47792.52,771.21,671.38,3280.05,3351.91,1.0,Late,Local
1840,657,1,349.0,52,2.0,1.0,4.0,380.0,382.0,383.0,1,875.99,0.05,43.7995,832.19,44539.03,718.71,625.67,3056.76,3123.73,1.0,Late,Local
1841,657,2,349.0,54,2.0,1.0,4.0,380.0,382.0,383.0,2,3199.99,0.05,319.999,6079.98,325402.13,5250.87,4571.15,22332.68,22821.96,1.0,Late,Local
1842,658,1,1051.0,49,7.0,2.0,4.0,380.0,381.0,381.0,2,3499.99,0.2,1399.996,5599.98,299712.4,4836.32,4210.27,20569.57,21020.22,0.0,On Time,Local
1843,658,2,1051.0,29,7.0,2.0,4.0,380.0,381.0,381.0,1,999.99,0.05,49.999500000000005,949.99,50843.71,820.44,714.24,3489.46,3565.91,0.0,On Time,Local
1844,658,3,1051.0,9,7.0,2.0,4.0,380.0,381.0,381.0,1,2999.99,0.05,149.99949999999998,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79,0.0,On Time,Local
1845,659,1,1391.0,42,7.0,2.0,4.0,380.0,382.0,381.0,2,2299.99,0.05,229.999,4369.98,233882.48,3774.05,3285.51,16051.59,16403.27,0.0,On Time,Local
1846,659,2,1391.0,39,7.0,2.0,4.0,380.0,382.0,381.0,2,1499.99,0.07,209.9986,2789.98,149320.46,2409.52,2097.61,10248.02,10472.54,0.0,On Time,Local
1847,659,3,1391.0,70,7.0,2.0,4.0,380.0,382.0,381.0,1,659.99,0.05,32.999500000000005,626.99,33556.67,541.49,471.39,2303.03,2353.49,0.0,On Time,Local
1848,659,4,1391.0,61,7.0,2.0,4.0,380.0,382.0,381.0,2,4999.99,0.07,699.9986,9299.98,497737.38,8031.76,6992.07,34160.22,34908.64,0.0,On Time,Local
1849,660,1,383.0,30,7.0,2.0,4.0,381.0,382.0,382.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,0.0,On Time,Local
1850,660,2,383.0,59,7.0,2.0,4.0,381.0,382.0,382.0,2,2599.99,0.07,363.9986,4835.98,258822.92,4176.51,3635.87,17763.28,18152.46,0.0,On Time,Local
1851,660,3,383.0,47,7.0,2.0,4.0,381.0,382.0,382.0,2,5299.99,0.05,529.999,10069.98,538947.98,8696.76,7570.98,36988.55,37798.93,0.0,On Time,Local
1852,660,4,383.0,29,7.0,2.0,4.0,381.0,382.0,382.0,2,999.99,0.2,399.99600000000004,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72,0.0,On Time,Local
1853,661,1,626.0,63,6.0,2.0,4.0,381.0,382.0,383.0,2,3499.99,0.07,489.9986,6509.98,348415.84,5622.23,4894.44,23912.13,24436.02,1.0,Late,Local
1854,661,2,626.0,22,6.0,2.0,4.0,381.0,382.0,383.0,2,269.99,0.05,26.999000000000002,512.98,27454.82,443.03,385.68,1884.25,1925.53,1.0,Late,Local
1855,662,1,1125.0,55,3.0,1.0,4.0,382.0,383.0,383.0,2,2699.99,0.1,539.9979999999999,4859.98,260107.41,4197.23,3653.91,17851.44,18242.54,0.0,On Time,Local
1856,662,2,1125.0,95,3.0,1.0,4.0,382.0,383.0,383.0,2,299.99,0.2,119.99600000000001,479.98,25688.66,414.53,360.87,1763.04,1801.66,0.0,On Time,Local
1857,662,3,1125.0,102,3.0,1.0,4.0,382.0,383.0,383.0,2,489.99,0.07,68.5986,911.38,48777.3,787.1,685.21,3347.64,3420.98,0.0,On Time,Local
1858,662,4,1125.0,22,3.0,1.0,4.0,382.0,383.0,383.0,1,269.99,0.07,18.899300000000004,251.09,13438.4,216.85,188.78,922.29,942.5,0.0,On Time,Local
1859,662,5,1125.0,106,3.0,1.0,4.0,382.0,383.0,383.0,2,449.99,0.07,62.99860000000001,836.98,44795.39,722.84,629.27,3074.35,3141.71,0.0,On Time,Local
1860,663,1,344.0,41,3.0,1.0,4.0,383.0,385.0,386.0,2,1469.99,0.05,146.999,2792.98,149481.02,2412.11,2099.87,10259.03,10483.8,1.0,Late,Local
1861,663,2,344.0,17,3.0,1.0,4.0,383.0,385.0,386.0,2,429.0,0.2,171.60000000000002,686.4,36736.31,592.8,516.06,2521.25,2576.49,1.0,Late,Local
1862,663,3,344.0,94,3.0,1.0,4.0,383.0,385.0,386.0,1,249.99,0.05,12.499500000000001,237.49,12710.53,205.1,178.55,872.34,891.45,1.0,Late,Local
1863,663,4,344.0,71,3.0,1.0,4.0,383.0,385.0,386.0,1,416.99,0.07,29.189300000000003,387.8,20755.16,334.92,291.56,1424.45,1455.66,1.0,Late,Local
1864,663,5,344.0,106,3.0,1.0,4.0,383.0,385.0,386.0,1,449.99,0.2,89.998,359.99,19266.76,310.9,270.65,1322.3,1351.27,1.0,Late,Local
1865,664,1,681.0,52,7.0,2.0,4.0,383.0,386.0,385.0,2,875.99,0.07,122.63860000000001,1629.34,87202.71,1407.15,1225.0,5984.81,6115.93,0.0,On Time,Local
1866,664,2,681.0,5,7.0,2.0,4.0,383.0,386.0,385.0,1,1320.99,0.07,92.4693,1228.52,65750.71,1060.99,923.65,4512.54,4611.4,0.0,On Time,Local
1867,664,3,681.0,50,7.0,2.0,4.0,383.0,386.0,385.0,1,5999.99,0.2,1199.998,4799.99,256896.73,4145.42,3608.81,17631.08,18017.36,0.0,On Time,Local
1868,664,4,681.0,101,7.0,2.0,4.0,383.0,386.0,385.0,2,339.99,0.2,135.996,543.98,29113.95,469.8,408.98,1998.12,2041.9,0.0,On Time,Local
1869,664,5,681.0,47,7.0,2.0,4.0,383.0,386.0,385.0,1,5299.99,0.07,370.9993,4928.99,263800.84,4256.83,3705.8,18104.92,18501.58,0.0,On Time,Local
1870,665,1,29.0,58,6.0,2.0,4.0,384.0,385.0,386.0,1,4999.99,0.07,349.9993,4649.99,248868.69,4015.88,3496.03,17080.11,17454.32,1.0,Late,Local
1871,665,2,29.0,42,6.0,2.0,4.0,384.0,385.0,386.0,2,2299.99,0.2,919.996,3679.98,196953.5,3178.15,2766.75,13517.12,13813.26,1.0,Late,Local
1872,665,3,29.0,25,6.0,2.0,4.0,384.0,385.0,386.0,2,499.99,0.05,49.999,949.98,50843.18,820.43,714.23,3489.42,3565.87,1.0,Late,Local
1873,666,1,770.0,98,7.0,2.0,4.0,384.0,385.0,387.0,2,489.99,0.2,195.996,783.98,41958.82,677.07,589.43,2879.68,2942.77,1.0,Late,Local
1874,666,2,770.0,39,7.0,2.0,4.0,384.0,385.0,387.0,1,1499.99,0.05,74.9995,1424.99,76265.84,1230.67,1071.36,5234.2,5348.88,1.0,Late,Local
1875,667,1,858.0,79,7.0,2.0,4.0,385.0,387.0,388.0,1,402.99,0.2,80.59800000000001,322.39,17254.4,278.43,242.38,1184.19,1210.13,1.0,Late,Local
1876,667,2,858.0,84,7.0,2.0,4.0,385.0,387.0,388.0,1,109.99,0.1,10.999,98.99,5297.97,85.49,74.42,363.61,371.57,1.0,Late,Local
1877,667,3,858.0,3,7.0,2.0,4.0,385.0,387.0,388.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,1.0,Late,Local
1878,667,4,858.0,99,7.0,2.0,4.0,385.0,387.0,388.0,1,299.99,0.1,29.999000000000002,269.99,14449.94,233.17,202.99,991.71,1013.44,1.0,Late,Local
1879,667,5,858.0,85,7.0,2.0,4.0,385.0,387.0,388.0,1,329.99,0.05,16.4995,313.49,16778.07,270.74,235.69,1151.5,1176.72,1.0,Late,Local
1880,668,1,297.0,48,8.0,3.0,4.0,385.0,386.0,387.0,2,1499.99,0.05,149.999,2849.98,152531.68,2461.33,2142.72,10468.4,10697.76,1.0,Late,Local
1881,668,2,297.0,19,8.0,3.0,4.0,385.0,386.0,387.0,2,449.0,0.1,89.80000000000001,808.2,43255.08,697.99,607.63,2968.64,3033.68,1.0,Late,Local
1882,669,1,745.0,16,7.0,2.0,4.0,386.0,387.0,389.0,2,599.99,0.07,83.99860000000001,1115.98,59727.54,963.8,839.04,4099.16,4188.97,1.0,Late,Local
1883,669,2,745.0,72,7.0,2.0,4.0,386.0,387.0,389.0,1,619.99,0.07,43.399300000000004,576.59,30859.25,497.96,433.5,2117.9,2164.3,1.0,Late,Local
1884,670,1,361.0,108,6.0,2.0,4.0,387.0,388.0,388.0,1,449.99,0.1,44.999,404.99,21675.17,349.76,304.49,1487.59,1520.18,0.0,On Time,Local
1885,670,2,361.0,28,6.0,2.0,4.0,387.0,388.0,388.0,1,2499.99,0.07,174.9993,2324.99,124434.08,2007.94,1748.01,8540.04,8727.14,0.0,On Time,Local
1886,670,3,361.0,104,6.0,2.0,4.0,387.0,388.0,388.0,2,481.99,0.2,192.79600000000002,771.18,41273.76,666.02,579.8,2832.66,2894.72,0.0,On Time,Local
1887,670,4,361.0,45,6.0,2.0,4.0,387.0,388.0,388.0,2,869.99,0.05,86.99900000000001,1652.98,88467.92,1427.57,1242.77,6071.64,6204.67,0.0,On Time,Local
1888,671,1,922.0,30,7.0,2.0,4.0,388.0,391.0,389.0,1,999.99,0.05,49.999500000000005,949.99,50843.71,820.44,714.24,3489.46,3565.91,0.0,On Time,Local
1889,671,2,922.0,69,7.0,2.0,4.0,388.0,391.0,389.0,1,416.99,0.05,20.849500000000003,396.14,21201.52,342.12,297.83,1455.08,1486.96,0.0,On Time,Local
1890,671,3,922.0,55,7.0,2.0,4.0,388.0,391.0,389.0,1,2699.99,0.2,539.9979999999999,2159.99,115603.23,1865.44,1623.96,7933.97,8107.79,0.0,On Time,Local
1891,671,4,922.0,4,7.0,2.0,4.0,388.0,391.0,389.0,1,2899.99,0.07,202.9993,2696.99,144343.61,2329.21,2027.7,9906.45,10123.49,0.0,On Time,Local
1892,671,5,922.0,109,7.0,2.0,4.0,388.0,391.0,389.0,2,416.99,0.07,58.378600000000006,775.6,41510.32,669.83,583.12,2848.9,2911.31,0.0,On Time,Local
1893,672,1,908.0,51,6.0,2.0,4.0,389.0,392.0,392.0,2,6499.99,0.07,909.9986,12089.98,647058.91,10441.29,9089.69,44408.31,45381.25,0.0,On Time,Local
1894,672,2,908.0,96,6.0,2.0,4.0,389.0,392.0,392.0,2,349.99,0.2,139.996,559.98,29970.28,483.62,421.01,2056.89,2101.95,0.0,On Time,Local
1895,672,3,908.0,48,6.0,2.0,4.0,389.0,392.0,392.0,2,1499.99,0.07,209.9986,2789.98,149320.46,2409.52,2097.61,10248.02,10472.54,0.0,On Time,Local
1896,673,1,64.0,66,9.0,3.0,4.0,389.0,391.0,390.0,1,250.99,0.2,50.19800000000001,200.79,10746.33,173.41,150.96,737.53,753.69,0.0,On Time,Local
1897,673,2,64.0,38,9.0,3.0,4.0,389.0,391.0,390.0,1,549.99,0.2,109.998,439.99,23548.38,379.99,330.8,1616.15,1651.56,0.0,On Time,Local
1898,673,3,64.0,5,9.0,3.0,4.0,389.0,391.0,390.0,1,1320.99,0.07,92.4693,1228.52,65750.71,1060.99,923.65,4512.54,4611.4,0.0,On Time,Local
1899,673,4,64.0,13,9.0,3.0,4.0,389.0,391.0,390.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
1900,674,1,733.0,26,6.0,2.0,4.0,390.0,391.0,392.0,2,599.99,0.2,239.996,959.98,51378.38,829.07,721.75,3526.15,3603.4,1.0,Late,Local
1901,675,1,291.0,17,7.0,2.0,4.0,391.0,394.0,393.0,1,429.0,0.05,21.450000000000003,407.55,21812.18,351.97,306.41,1496.99,1529.79,0.0,On Time,Local
1902,675,2,291.0,89,7.0,2.0,4.0,391.0,394.0,393.0,2,209.99,0.05,20.999000000000002,398.98,21353.51,344.57,299.97,1465.51,1497.62,0.0,On Time,Local
1903,675,3,291.0,19,7.0,2.0,4.0,391.0,394.0,393.0,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,0.0,On Time,Local
1904,675,4,291.0,32,7.0,2.0,4.0,391.0,394.0,393.0,1,469.99,0.2,93.998,375.99,20123.08,324.72,282.68,1381.07,1411.33,0.0,On Time,Local
1905,676,1,790.0,70,7.0,2.0,4.0,391.0,393.0,394.0,1,659.99,0.2,131.99800000000002,527.99,28258.16,455.99,396.96,1939.39,1981.88,1.0,Late,Local
1906,676,2,790.0,104,7.0,2.0,4.0,391.0,393.0,394.0,2,481.99,0.07,67.47860000000001,896.5,47980.92,774.25,674.02,3292.98,3365.12,1.0,Late,Local
1907,676,3,790.0,24,7.0,2.0,4.0,391.0,393.0,394.0,1,549.99,0.1,54.999,494.99,26491.99,427.49,372.15,1818.17,1858.01,1.0,Late,Local
1908,676,4,790.0,29,7.0,2.0,4.0,391.0,393.0,394.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,1.0,Late,Local
1909,677,1,809.0,75,7.0,2.0,4.0,391.0,394.0,393.0,1,599.99,0.07,41.999300000000005,557.99,29863.77,481.9,419.52,2049.58,2094.49,0.0,On Time,Local
1910,677,2,809.0,7,7.0,2.0,4.0,391.0,394.0,393.0,2,3999.99,0.07,559.9986,7439.98,398189.69,6425.4,5593.65,27328.16,27926.89,0.0,On Time,Local
1911,677,3,809.0,105,7.0,2.0,4.0,391.0,394.0,393.0,2,533.99,0.07,74.75860000000002,993.22,53157.4,857.78,746.74,3648.25,3728.18,0.0,On Time,Local
1912,677,4,809.0,91,7.0,2.0,4.0,391.0,394.0,393.0,2,349.99,0.05,34.999,664.98,35589.9,574.3,499.96,2442.57,2496.09,0.0,On Time,Local
1913,677,5,809.0,54,7.0,2.0,4.0,391.0,394.0,393.0,2,3199.99,0.1,639.998,5759.98,308275.64,4974.5,4330.57,21157.27,21620.8,0.0,On Time,Local
1914,678,1,250.0,52,9.0,3.0,4.0,391.0,392.0,394.0,2,875.99,0.05,87.599,1664.38,89078.06,1437.41,1251.34,6113.52,6247.46,1.0,Late,Local
1915,678,2,250.0,37,9.0,3.0,4.0,391.0,392.0,394.0,2,379.99,0.07,53.198600000000006,706.78,37827.05,610.4,531.38,2596.11,2652.99,1.0,Late,Local
1916,679,1,81.0,15,3.0,1.0,4.0,392.0,393.0,393.0,2,529.99,0.2,211.996,847.98,45384.11,732.34,637.54,3114.76,3183.0,0.0,On Time,Local
1917,679,2,81.0,83,3.0,1.0,4.0,392.0,393.0,393.0,2,149.99,0.05,14.999000000000002,284.98,15252.2,246.12,214.26,1046.77,1069.71,0.0,On Time,Local
1918,680,1,245.0,81,3.0,1.0,4.0,392.0,395.0,393.0,2,1099.99,0.05,109.99900000000001,2089.98,111856.28,1804.97,1571.32,7676.81,7845.0,0.0,On Time,Local
1919,680,2,245.0,7,3.0,1.0,4.0,392.0,395.0,393.0,1,3999.99,0.2,799.998,3199.99,171264.31,2763.61,2405.87,11754.04,12011.56,0.0,On Time,Local
1920,680,3,245.0,50,3.0,1.0,4.0,392.0,395.0,393.0,1,5999.99,0.07,419.9993,5579.99,298642.53,4819.06,4195.24,20496.14,20945.19,0.0,On Time,Local
1921,681,1,499.0,82,7.0,2.0,4.0,392.0,395.0,394.0,1,659.99,0.05,32.999500000000005,626.99,33556.67,541.49,471.39,2303.03,2353.49,0.0,On Time,Local
1922,681,2,499.0,63,7.0,2.0,4.0,392.0,395.0,394.0,1,3499.99,0.07,244.9993,3254.99,174207.92,2811.11,2447.22,11956.07,12218.01,0.0,On Time,Local
1923,681,3,499.0,61,7.0,2.0,4.0,392.0,395.0,394.0,1,4999.99,0.2,999.998,3999.99,214080.52,3454.52,3007.34,14692.56,15014.46,0.0,On Time,Local
1924,681,4,499.0,6,7.0,2.0,4.0,392.0,395.0,394.0,2,469.99,0.05,46.999,892.98,47792.52,771.21,671.38,3280.05,3351.91,0.0,On Time,Local
1925,681,5,499.0,30,7.0,2.0,4.0,392.0,395.0,394.0,1,999.99,0.07,69.9993,929.99,49773.31,803.17,699.2,3415.99,3490.83,0.0,On Time,Local
1926,682,1,614.0,39,6.0,2.0,4.0,392.0,393.0,393.0,1,1499.99,0.2,299.998,1199.99,64223.78,1036.35,902.2,4407.74,4504.31,0.0,On Time,Local
1927,682,2,614.0,60,6.0,2.0,4.0,392.0,393.0,393.0,2,1559.99,0.2,623.9960000000001,2495.98,133585.51,2155.61,1876.57,9168.11,9368.97,0.0,On Time,Local
1928,682,3,614.0,99,6.0,2.0,4.0,392.0,393.0,393.0,1,299.99,0.2,59.998000000000005,239.99,12844.33,207.26,180.43,881.52,900.83,0.0,On Time,Local
1929,683,1,741.0,2,6.0,2.0,4.0,392.0,394.0,395.0,2,749.99,0.1,149.99800000000002,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32,1.0,Late,Local
1930,684,1,762.0,56,6.0,2.0,4.0,394.0,395.0,396.0,1,5499.99,0.07,384.9993,5114.99,273755.61,4417.47,3845.64,18788.13,19199.75,1.0,Late,Local
1931,684,2,762.0,33,6.0,2.0,4.0,394.0,395.0,396.0,1,469.99,0.1,46.999,422.99,22638.54,365.31,318.02,1553.71,1587.75,1.0,Late,Local
1932,685,1,976.0,59,7.0,2.0,4.0,394.0,397.0,396.0,1,2599.99,0.05,129.99949999999998,2469.99,132194.51,2133.16,1857.03,9072.64,9271.42,0.0,On Time,Local
1933,685,2,976.0,48,7.0,2.0,4.0,394.0,397.0,396.0,2,1499.99,0.05,149.999,2849.98,152531.68,2461.33,2142.72,10468.4,10697.76,0.0,On Time,Local
1934,685,3,976.0,107,7.0,2.0,4.0,394.0,397.0,396.0,1,416.99,0.05,20.849500000000003,396.14,21201.52,342.12,297.83,1455.08,1486.96,0.0,On Time,Local
1935,685,4,976.0,98,7.0,2.0,4.0,394.0,397.0,396.0,2,489.99,0.2,195.996,783.98,41958.82,677.07,589.43,2879.68,2942.77,0.0,On Time,Local
1936,685,5,976.0,56,7.0,2.0,4.0,394.0,397.0,396.0,2,5499.99,0.05,549.999,10449.98,559285.68,9024.94,7856.68,38384.34,39225.31,0.0,On Time,Local
1937,686,1,380.0,16,7.0,2.0,4.0,395.0,397.0,398.0,1,599.99,0.2,119.998,479.99,25689.19,414.53,360.87,1763.08,1801.7,1.0,Late,Local
1938,686,2,380.0,30,7.0,2.0,4.0,395.0,397.0,398.0,1,999.99,0.1,99.99900000000001,899.99,48167.7,777.26,676.65,3305.8,3378.22,1.0,Late,Local
1939,686,3,380.0,88,7.0,2.0,4.0,395.0,397.0,398.0,2,189.99,0.2,75.99600000000001,303.98,16269.09,262.53,228.54,1116.56,1141.03,1.0,Late,Local
1940,686,4,380.0,19,7.0,2.0,4.0,395.0,397.0,398.0,2,449.0,0.2,179.60000000000002,718.4,38448.96,620.43,540.12,2638.79,2696.6,1.0,Late,Local
1941,686,5,380.0,104,7.0,2.0,4.0,395.0,397.0,398.0,1,481.99,0.2,96.39800000000001,385.59,20636.88,333.01,289.9,1416.33,1447.36,1.0,Late,Local
1942,687,1,530.0,48,3.0,1.0,4.0,396.0,399.0,398.0,2,1499.99,0.05,149.999,2849.98,152531.68,2461.33,2142.72,10468.4,10697.76,0.0,On Time,Local
1943,687,2,530.0,95,3.0,1.0,4.0,396.0,399.0,398.0,1,299.99,0.07,20.9993,278.99,14931.62,240.94,209.76,1024.77,1047.22,0.0,On Time,Local
1944,687,3,530.0,5,3.0,1.0,4.0,396.0,399.0,398.0,2,1320.99,0.2,528.3960000000001,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59,0.0,On Time,Local
1945,687,4,530.0,83,3.0,1.0,4.0,396.0,399.0,398.0,1,149.99,0.07,10.499300000000002,139.49,7465.54,120.47,104.87,512.37,523.59,0.0,On Time,Local
1946,688,1,343.0,8,7.0,2.0,4.0,396.0,397.0,399.0,1,1799.99,0.1,179.99900000000002,1619.99,86702.29,1399.08,1217.97,5950.47,6080.83,1.0,Late,Local
1947,688,2,343.0,88,7.0,2.0,4.0,396.0,397.0,399.0,1,189.99,0.05,9.499500000000001,180.49,9659.87,155.88,135.7,662.97,677.49,1.0,Late,Local
1948,689,1,884.0,33,7.0,2.0,4.0,396.0,397.0,399.0,2,469.99,0.1,93.998,845.98,45277.07,730.62,636.04,3107.41,3175.49,1.0,Late,Local
1949,690,1,1097.0,84,2.0,1.0,4.0,397.0,398.0,400.0,1,109.99,0.2,21.998,87.99,4709.25,75.99,66.15,323.2,330.28,1.0,Late,Local
1950,690,2,1097.0,11,2.0,1.0,4.0,397.0,398.0,400.0,2,1680.99,0.07,235.3386,3126.64,167338.6,2700.27,2350.72,11484.62,11736.23,1.0,Late,Local
1951,690,3,1097.0,85,2.0,1.0,4.0,397.0,398.0,400.0,1,329.99,0.05,16.4995,313.49,16778.07,270.74,235.69,1151.5,1176.72,1.0,Late,Local
1952,690,4,1097.0,109,2.0,1.0,4.0,397.0,398.0,400.0,2,416.99,0.2,166.79600000000002,667.18,35707.65,576.2,501.61,2450.65,2504.34,1.0,Late,Local
1953,691,1,1081.0,23,7.0,2.0,4.0,398.0,400.0,400.0,2,299.99,0.05,29.999000000000002,569.98,30505.48,492.25,428.53,2093.62,2139.49,0.0,On Time,Local
1954,691,2,1081.0,5,7.0,2.0,4.0,398.0,400.0,400.0,2,1320.99,0.1,264.19800000000004,2377.78,127259.41,2053.53,1787.7,8733.94,8925.29,0.0,On Time,Local
1955,691,3,1081.0,55,7.0,2.0,4.0,398.0,400.0,400.0,2,2699.99,0.2,1079.9959999999999,4319.98,231206.47,3730.87,3247.92,15867.93,16215.58,0.0,On Time,Local
1956,691,4,1081.0,20,7.0,2.0,4.0,398.0,400.0,400.0,1,599.99,0.2,119.998,479.99,25689.19,414.53,360.87,1763.08,1801.7,0.0,On Time,Local
1957,692,1,,59,,,,,,,1,2599.99,0.2,519.9979999999999,2079.99,111321.61,1796.35,1563.81,7640.12,7807.5,,,
1958,692,2,,75,,,,,,,1,599.99,0.07,41.999300000000005,557.99,29863.77,481.9,419.52,2049.58,2094.49,,,
1959,692,3,,15,,,,,,,2,529.99,0.07,74.19860000000001,985.78,52759.2,851.35,741.15,3620.92,3700.25,,,
1960,692,4,,56,,,,,,,2,5499.99,0.1,1099.998,9899.98,529849.53,8549.94,7443.17,36364.11,37160.81,,,
1961,693,1,1233.0,104,3.0,1.0,4.0,399.0,401.0,400.0,2,481.99,0.2,192.79600000000002,771.18,41273.76,666.02,579.8,2832.66,2894.72,0.0,On Time,Local
1962,693,2,1233.0,13,3.0,1.0,4.0,399.0,401.0,400.0,1,269.99,0.2,53.998000000000005,215.99,11559.84,186.54,162.39,793.36,810.75,0.0,On Time,Local
1963,693,3,1233.0,5,3.0,1.0,4.0,399.0,401.0,400.0,2,1320.99,0.05,132.09900000000002,2509.88,134329.44,2167.61,1887.02,9219.17,9421.15,0.0,On Time,Local
1964,693,4,1233.0,31,3.0,1.0,4.0,399.0,401.0,400.0,1,1632.99,0.07,114.30930000000001,1518.68,81280.15,1311.58,1141.8,5578.34,5700.56,0.0,On Time,Local
1965,694,1,58.0,48,7.0,2.0,4.0,399.0,400.0,402.0,1,1499.99,0.2,299.998,1199.99,64223.78,1036.35,902.2,4407.74,4504.31,1.0,Late,Local
1966,694,2,58.0,39,7.0,2.0,4.0,399.0,400.0,402.0,1,1499.99,0.05,74.9995,1424.99,76265.84,1230.67,1071.36,5234.2,5348.88,1.0,Late,Local
1967,694,3,58.0,55,7.0,2.0,4.0,399.0,400.0,402.0,2,2699.99,0.1,539.9979999999999,4859.98,260107.41,4197.23,3653.91,17851.44,18242.54,1.0,Late,Local
1968,694,4,58.0,103,7.0,2.0,4.0,399.0,400.0,402.0,2,551.99,0.2,220.79600000000002,883.18,47268.03,762.74,664.01,3244.05,3315.13,1.0,Late,Local
1969,694,5,58.0,45,7.0,2.0,4.0,399.0,400.0,402.0,2,869.99,0.1,173.99800000000002,1565.98,83811.66,1352.43,1177.36,5752.08,5878.1,1.0,Late,Local
1970,695,1,606.0,82,7.0,2.0,4.0,399.0,402.0,401.0,2,659.99,0.1,131.99800000000002,1187.98,63581.0,1025.98,893.17,4363.63,4459.23,0.0,On Time,Local
1971,695,2,606.0,57,7.0,2.0,4.0,399.0,402.0,401.0,2,1999.99,0.2,799.9960000000001,3199.98,171263.77,2763.61,2405.86,11754.01,12011.52,0.0,On Time,Local
1972,696,1,1242.0,88,7.0,2.0,4.0,399.0,402.0,402.0,2,189.99,0.07,26.598600000000005,353.38,18912.99,305.19,265.68,1298.02,1326.46,0.0,On Time,Local
1973,696,2,1242.0,7,7.0,2.0,4.0,399.0,402.0,402.0,1,3999.99,0.1,399.999,3599.99,192672.41,3109.07,2706.61,13223.3,13513.01,0.0,On Time,Local
1974,696,3,1242.0,45,7.0,2.0,4.0,399.0,402.0,402.0,1,869.99,0.07,60.899300000000004,809.09,43302.71,698.76,608.3,2971.91,3037.02,0.0,On Time,Local
1975,697,1,562.0,5,2.0,1.0,4.0,400.0,402.0,403.0,2,1320.99,0.05,132.09900000000002,2509.88,134329.44,2167.61,1887.02,9219.17,9421.15,1.0,Late,Local
1976,698,1,543.0,96,8.0,3.0,4.0,400.0,402.0,403.0,1,349.99,0.07,24.4993,325.49,17420.31,281.1,244.72,1195.57,1221.77,1.0,Late,Local
1977,698,2,543.0,12,8.0,3.0,4.0,400.0,402.0,403.0,1,549.99,0.07,38.499300000000005,511.49,27375.08,441.74,384.56,1878.78,1919.94,1.0,Late,Local
1978,698,3,543.0,40,8.0,3.0,4.0,400.0,402.0,403.0,2,4999.99,0.05,499.999,9499.98,508441.43,8204.49,7142.44,34894.85,35659.36,1.0,Late,Local
1979,699,1,958.0,106,9.0,3.0,4.0,400.0,402.0,403.0,2,449.99,0.1,89.998,809.98,43350.34,699.52,608.97,2975.18,3040.36,1.0,Late,Local
1980,699,2,958.0,48,9.0,3.0,4.0,400.0,402.0,403.0,1,1499.99,0.07,104.9993,1394.99,74660.23,1204.76,1048.81,5124.01,5236.27,1.0,Late,Local
1981,699,3,958.0,31,9.0,3.0,4.0,400.0,402.0,403.0,1,1632.99,0.2,326.598,1306.39,69918.34,1128.24,982.19,4798.57,4903.7,1.0,Late,Local
